Crypto,Price,Time
Dogecoin,0.1628,2025-11-14 21:11:02.629792
Bitcoin,96509.44,2025-11-14 21:12:11.144290
Ethereum,3193.52,2025-11-14 21:12:11.144290
BNB,923.54,2025-11-14 21:12:11.144290
Solana,141.42,2025-11-14 21:12:11.144290
XRP,2.3,2025-11-14 21:12:11.144290
Dogecoin,0.1627,2025-11-14 21:12:11.144290
Bitcoin,96529.87,2025-11-14 21:13:20.547851
Ethereum,3193.52,2025-11-14 21:13:20.547851
BNB,923.54,2025-11-14 21:13:20.547851
Solana,141.42,2025-11-14 21:13:20.547851
XRP,2.3,2025-11-14 21:13:20.547851
Dogecoin,0.1627,2025-11-14 21:13:20.547851
Bitcoin,96648.13,2025-11-14 21:14:29.414780
Ethereum,3201.01,2025-11-14 21:14:29.414780
BNB,923.55,2025-11-14 21:14:29.414780
Solana,141.28,2025-11-14 21:14:29.414780
XRP,2.3,2025-11-14 21:14:29.414780
Dogecoin,0.1627,2025-11-14 21:14:29.414780
Bitcoin,96648.13,2025-11-14 21:15:38.387501
Ethereum,3201.01,2025-11-14 21:15:38.387501
BNB,923.55,2025-11-14 21:15:38.387501
Solana,141.28,2025-11-14 21:15:38.387501
XRP,2.3,2025-11-14 21:15:38.387501
Dogecoin,0.1627,2025-11-14 21:15:38.387501
Bitcoin,96533.45,2025-11-14 21:16:43.885006
Ethereum,3195.37,2025-11-14 21:16:43.885006
BNB,924.05,2025-11-14 21:16:43.885006
Solana,141.62,2025-11-14 21:16:43.885006
XRP,2.3,2025-11-14 21:16:43.885006
Dogecoin,0.1628,2025-11-14 21:16:43.885006
Bitcoin,96533.45,2025-11-14 21:17:53.513280
Ethereum,3195.37,2025-11-14 21:17:53.513280
BNB,924.05,2025-11-14 21:17:53.513280
Solana,141.62,2025-11-14 21:17:53.513280
XRP,2.3,2025-11-14 21:17:53.513280
Dogecoin,0.1628,2025-11-14 21:17:53.513280
Bitcoin,96703.23,2025-11-14 21:19:02.629594
Ethereum,3201.45,2025-11-14 21:19:02.629594
BNB,924.08,2025-11-14 21:19:02.629594
Solana,141.62,2025-11-14 21:19:02.629594
XRP,2.3,2025-11-14 21:19:02.629594
Dogecoin,0.1628,2025-11-14 21:19:02.629594
Bitcoin,96703.23,2025-11-14 21:20:11.131538
Ethereum,3201.45,2025-11-14 21:20:11.131538
BNB,924.08,2025-11-14 21:20:11.131538
Solana,141.77,2025-11-14 21:20:11.131538
XRP,2.3,2025-11-14 21:20:11.131538
Dogecoin,0.1628,2025-11-14 21:20:11.131538
Bitcoin,96859.01,2025-11-14 21:21:19.908678
Ethereum,3214.13,2025-11-14 21:21:19.908678
BNB,925.64,2025-11-14 21:21:19.908678
Solana,141.77,2025-11-14 21:21:19.908678
XRP,2.3,2025-11-14 21:21:19.908678
Dogecoin,0.1628,2025-11-14 21:21:19.908678
Bitcoin,96859.01,2025-11-14 21:22:28.591186
Ethereum,3214.13,2025-11-14 21:22:28.591186
BNB,925.64,2025-11-14 21:22:28.591186
Solana,142.15,2025-11-14 21:22:28.591186
XRP,2.3,2025-11-14 21:22:28.591186
Dogecoin,0.1632,2025-11-14 21:22:28.591186
Bitcoin,95331.69,2025-11-16 08:01:56.788038
Ethereum,3165.06,2025-11-16 08:01:56.788038
BNB,929.58,2025-11-16 08:01:56.788038
Solana,139.47,2025-11-16 08:01:56.788038
XRP,2.21,2025-11-16 08:01:56.788038
Dogecoin,0.1621,2025-11-16 08:01:56.788038
Bitcoin,95331.69,2025-11-16 08:03:01.430512
Ethereum,3165.06,2025-11-16 08:03:01.430512
BNB,929.58,2025-11-16 08:03:01.430512
Solana,139.47,2025-11-16 08:03:01.430512
XRP,2.21,2025-11-16 08:03:01.430512
Dogecoin,0.1621,2025-11-16 08:03:01.430512
Bitcoin,95331.69,2025-11-16 08:04:05.228859
Ethereum,3173.6,2025-11-16 08:04:05.228859
BNB,930.19,2025-11-16 08:04:05.228859
Solana,139.44,2025-11-16 08:04:05.228859
XRP,2.21,2025-11-16 08:04:05.228859
Dogecoin,0.1621,2025-11-16 08:04:05.228859
Bitcoin,95625.21,2025-11-16 08:05:09.774610
Ethereum,3173.6,2025-11-16 08:05:09.774610
BNB,930.19,2025-11-16 08:05:09.774610
Solana,139.44,2025-11-16 08:05:09.774610
XRP,2.21,2025-11-16 08:05:09.774610
Dogecoin,0.1621,2025-11-16 08:05:09.774610
Bitcoin,95590.4,2025-11-16 08:06:15.580068
Ethereum,3175.23,2025-11-16 08:06:15.580068
BNB,930.19,2025-11-16 08:06:15.580068
Solana,139.74,2025-11-16 08:06:15.580068
XRP,2.22,2025-11-16 08:06:15.580068
Dogecoin,0.1624,2025-11-16 08:06:15.580068
Bitcoin,95590.4,2025-11-16 08:07:20.744851
Ethereum,3175.23,2025-11-16 08:07:20.744851
BNB,930.19,2025-11-16 08:07:20.744851
Solana,139.74,2025-11-16 08:07:20.744851
XRP,2.22,2025-11-16 08:07:20.744851
Dogecoin,0.1624,2025-11-16 08:07:20.744851
Bitcoin,95555.53,2025-11-16 08:08:25.439454
Ethereum,3173.93,2025-11-16 08:08:25.439454
BNB,931.47,2025-11-16 08:08:25.439454
Solana,139.74,2025-11-16 08:08:25.439454
XRP,2.22,2025-11-16 08:08:25.439454
Dogecoin,0.1624,2025-11-16 08:08:25.439454
Bitcoin,95555.53,2025-11-16 08:09:34.396775
Ethereum,3173.93,2025-11-16 08:09:34.396775
BNB,931.47,2025-11-16 08:09:34.396775
Solana,139.74,2025-11-16 08:09:34.396775
XRP,2.23,2025-11-16 08:09:34.396775
Dogecoin,0.1627,2025-11-16 08:09:34.396775
Bitcoin,95581.26,2025-11-16 08:10:43.211950
Ethereum,3175.66,2025-11-16 08:10:43.211950
BNB,932.05,2025-11-16 08:10:43.211950
Solana,140.06,2025-11-16 08:10:43.211950
XRP,2.23,2025-11-16 08:10:43.211950
Dogecoin,0.1627,2025-11-16 08:10:43.211950
Bitcoin,95673.58,2025-11-16 08:11:52.839161
Ethereum,3180.69,2025-11-16 08:11:52.839161
BNB,932.45,2025-11-16 08:11:52.839161
Solana,139.98,2025-11-16 08:11:52.839161
XRP,2.23,2025-11-16 08:11:52.839161
Dogecoin,0.1626,2025-11-16 08:11:52.839161
Bitcoin,95673.58,2025-11-16 08:13:01.911244
Ethereum,3180.69,2025-11-16 08:13:01.911244
BNB,932.45,2025-11-16 08:13:01.911244
Solana,139.98,2025-11-16 08:13:01.911244
XRP,2.23,2025-11-16 08:13:01.911244
Dogecoin,0.1626,2025-11-16 08:13:01.911244
Bitcoin,95673.58,2025-11-16 08:14:10.716
Ethereum,3178.34,2025-11-16 08:14:10.716
BNB,932.45,2025-11-16 08:14:10.716
Solana,140.11,2025-11-16 08:14:10.716
XRP,2.23,2025-11-16 08:14:10.716
Dogecoin,0.1627,2025-11-16 08:14:10.716
Bitcoin,95619.19,2025-11-16 08:15:19.904673
Ethereum,3178.34,2025-11-16 08:15:19.904673
BNB,932.45,2025-11-16 08:15:19.904673
Solana,140.11,2025-11-16 08:15:19.904673
XRP,2.23,2025-11-16 08:15:19.904673
Dogecoin,0.1627,2025-11-16 08:15:19.904673
Bitcoin,95619.19,2025-11-16 08:16:28.784771
Ethereum,3178.34,2025-11-16 08:16:28.784771
BNB,932.45,2025-11-16 08:16:28.784771
Solana,140.11,2025-11-16 08:16:28.784771
XRP,2.23,2025-11-16 08:16:28.784771
Dogecoin,0.1627,2025-11-16 08:16:28.784771
Bitcoin,95619.19,2025-11-16 08:17:32.071737
Ethereum,3178.34,2025-11-16 08:17:32.071737
BNB,932.45,2025-11-16 08:17:32.071737
Solana,140.11,2025-11-16 08:17:32.071737
XRP,2.23,2025-11-16 08:17:32.071737
Dogecoin,0.1627,2025-11-16 08:17:32.071737
Bitcoin,95674.62,2025-11-16 08:18:35.473533
Ethereum,3187.4,2025-11-16 08:18:35.473533
BNB,933.67,2025-11-16 08:18:35.473533
Solana,140.2,2025-11-16 08:18:35.473533
XRP,2.23,2025-11-16 08:18:35.473533
Dogecoin,0.1628,2025-11-16 08:18:35.473533
Bitcoin,95674.62,2025-11-16 08:19:38.723488
Ethereum,3187.4,2025-11-16 08:19:38.723488
BNB,933.67,2025-11-16 08:19:38.723488
Solana,140.2,2025-11-16 08:19:38.723488
XRP,2.23,2025-11-16 08:19:38.723488
Dogecoin,0.1628,2025-11-16 08:19:38.723488
Bitcoin,95642.52,2025-11-16 08:20:42.387583
Ethereum,3186.15,2025-11-16 08:20:42.387583
BNB,934.87,2025-11-16 08:20:42.387583
Solana,140.2,2025-11-16 08:20:42.387583
XRP,2.23,2025-11-16 08:20:42.387583
Dogecoin,0.1628,2025-11-16 08:20:42.387583
Bitcoin,95642.52,2025-11-16 08:21:46.627688
Ethereum,3186.15,2025-11-16 08:21:46.627688
BNB,934.87,2025-11-16 08:21:46.627688
Solana,140.2,2025-11-16 08:21:46.627688
XRP,2.23,2025-11-16 08:21:46.627688
Dogecoin,0.1628,2025-11-16 08:21:46.627688
Bitcoin,95768.48,2025-11-16 08:22:55.055762
Ethereum,3197.12,2025-11-16 08:22:55.055762
BNB,935.85,2025-11-16 08:22:55.055762
Solana,140.33,2025-11-16 08:22:55.055762
XRP,2.23,2025-11-16 08:22:55.055762
Dogecoin,0.1631,2025-11-16 08:22:55.055762
Bitcoin,95768.48,2025-11-16 08:24:04.865354
Ethereum,3197.12,2025-11-16 08:24:04.865354
BNB,935.85,2025-11-16 08:24:04.865354
Solana,140.33,2025-11-16 08:24:04.865354
XRP,2.23,2025-11-16 08:24:04.865354
Dogecoin,0.1631,2025-11-16 08:24:04.865354
Bitcoin,95742.65,2025-11-16 08:25:13.332221
Ethereum,3195.94,2025-11-16 08:25:13.332221
BNB,935.85,2025-11-16 08:25:13.332221
Solana,140.33,2025-11-16 08:25:13.332221
XRP,2.23,2025-11-16 08:25:13.332221
Dogecoin,0.1631,2025-11-16 08:25:13.332221
Bitcoin,95740.62,2025-11-16 08:26:21.841672
Ethereum,3195.3,2025-11-16 08:26:21.841672
BNB,935.85,2025-11-16 08:26:21.841672
Solana,140.33,2025-11-16 08:26:21.841672
XRP,2.23,2025-11-16 08:26:21.841672
Dogecoin,0.1631,2025-11-16 08:26:21.841672
Bitcoin,95740.62,2025-11-16 08:27:30.306835
Ethereum,3195.3,2025-11-16 08:27:30.306835
BNB,935.85,2025-11-16 08:27:30.306835
Solana,140.33,2025-11-16 08:27:30.306835
XRP,2.23,2025-11-16 08:27:30.306835
Dogecoin,0.1631,2025-11-16 08:27:30.306835
Bitcoin,95758.78,2025-11-16 08:28:38.445069
Ethereum,3195.31,2025-11-16 08:28:38.445069
BNB,935.85,2025-11-16 08:28:38.445069
Solana,140.46,2025-11-16 08:28:38.445069
XRP,2.24,2025-11-16 08:28:38.445069
Dogecoin,0.1633,2025-11-16 08:28:38.445069
Bitcoin,95758.78,2025-11-16 08:29:48.356868
Ethereum,3195.31,2025-11-16 08:29:48.356868
BNB,935.85,2025-11-16 08:29:48.356868
Solana,140.46,2025-11-16 08:29:48.356868
XRP,2.24,2025-11-16 08:29:48.356868
Dogecoin,0.1633,2025-11-16 08:29:48.356868
Bitcoin,95793.74,2025-11-16 08:30:59.550263
Ethereum,3194.47,2025-11-16 08:30:59.550263
BNB,937.15,2025-11-16 08:30:59.550263
Solana,140.41,2025-11-16 08:30:59.550263
XRP,2.24,2025-11-16 08:30:59.550263
Dogecoin,0.1633,2025-11-16 08:30:59.550263
Bitcoin,95793.74,2025-11-16 08:32:10.838925
Ethereum,3194.47,2025-11-16 08:32:10.838925
BNB,937.15,2025-11-16 08:32:10.838925
Solana,140.41,2025-11-16 08:32:10.838925
XRP,2.24,2025-11-16 08:32:10.838925
Dogecoin,0.1633,2025-11-16 08:32:10.838925
Bitcoin,95828.5,2025-11-16 08:33:24.314917
Ethereum,3196.09,2025-11-16 08:33:24.314917
BNB,938.21,2025-11-16 08:33:24.314917
Solana,140.4,2025-11-16 08:33:24.314917
XRP,2.24,2025-11-16 08:33:24.314917
Dogecoin,0.1633,2025-11-16 08:33:24.314917
Bitcoin,95856.05,2025-11-16 08:34:33.510464
Ethereum,3198.76,2025-11-16 08:34:33.510464
BNB,938.52,2025-11-16 08:34:33.510464
Solana,140.4,2025-11-16 08:34:33.510464
XRP,2.24,2025-11-16 08:34:33.510464
Dogecoin,0.1633,2025-11-16 08:34:33.510464
Bitcoin,95856.05,2025-11-16 08:35:42.513857
Ethereum,3198.76,2025-11-16 08:35:42.513857
BNB,938.52,2025-11-16 08:35:42.513857
Solana,140.4,2025-11-16 08:35:42.513857
XRP,2.24,2025-11-16 08:35:42.513857
Dogecoin,0.1633,2025-11-16 08:35:42.513857
Bitcoin,95838.62,2025-11-16 08:36:51.388074
Ethereum,3198.33,2025-11-16 08:36:51.388074
BNB,938.38,2025-11-16 08:36:51.388074
Solana,140.4,2025-11-16 08:36:51.388074
XRP,2.24,2025-11-16 08:36:51.388074
Dogecoin,0.1633,2025-11-16 08:36:51.388074
Bitcoin,95838.62,2025-11-16 08:38:00.173160
Ethereum,3198.33,2025-11-16 08:38:00.173160
BNB,938.38,2025-11-16 08:38:00.173160
Solana,140.4,2025-11-16 08:38:00.173160
XRP,2.24,2025-11-16 08:38:00.173160
Dogecoin,0.1633,2025-11-16 08:38:00.173160
Bitcoin,95839.01,2025-11-16 08:39:09.571480
Ethereum,3199.14,2025-11-16 08:39:09.571480
BNB,937.85,2025-11-16 08:39:09.571480
Solana,140.59,2025-11-16 08:39:09.571480
XRP,2.24,2025-11-16 08:39:09.571480
Dogecoin,0.1635,2025-11-16 08:39:09.571480
Bitcoin,95839.01,2025-11-16 08:40:17.589957
Ethereum,3199.14,2025-11-16 08:40:17.589957
BNB,937.85,2025-11-16 08:40:17.589957
Solana,140.59,2025-11-16 08:40:17.589957
XRP,2.24,2025-11-16 08:40:17.589957
Dogecoin,0.1634,2025-11-16 08:40:17.589957
Bitcoin,95765.94,2025-11-16 08:41:25.905951
Ethereum,3194.7,2025-11-16 08:41:25.905951
BNB,936.89,2025-11-16 08:41:25.905951
Solana,140.55,2025-11-16 08:41:25.905951
XRP,2.24,2025-11-16 08:41:25.905951
Dogecoin,0.1634,2025-11-16 08:41:25.905951
Bitcoin,95773.94,2025-11-16 08:42:34.732550
Ethereum,3193.62,2025-11-16 08:42:34.732550
BNB,936.89,2025-11-16 08:42:34.732550
Solana,140.55,2025-11-16 08:42:34.732550
XRP,2.24,2025-11-16 08:42:34.732550
Dogecoin,0.1634,2025-11-16 08:42:34.732550
Bitcoin,95773.94,2025-11-16 08:43:43.877976
Ethereum,3193.62,2025-11-16 08:43:43.877976
BNB,936.89,2025-11-16 08:43:43.877976
Solana,140.55,2025-11-16 08:43:43.877976
XRP,2.24,2025-11-16 08:43:43.877976
Dogecoin,0.1634,2025-11-16 08:43:43.877976
Bitcoin,95773.94,2025-11-16 08:44:51.779203
Ethereum,3193.62,2025-11-16 08:44:51.779203
BNB,936.89,2025-11-16 08:44:51.779203
Solana,140.55,2025-11-16 08:44:51.779203
XRP,2.24,2025-11-16 08:44:51.779203
Dogecoin,0.1634,2025-11-16 08:44:51.779203
Bitcoin,95757.54,2025-11-16 09:02:15.929890
Ethereum,3198.09,2025-11-16 09:02:15.929890
BNB,939.22,2025-11-16 09:02:15.929890
Solana,141.13,2025-11-16 09:02:15.929890
XRP,2.24,2025-11-16 09:02:15.929890
Dogecoin,0.1641,2025-11-16 09:02:15.929890
Bitcoin,95743.33,2025-11-16 09:03:24.427490
Ethereum,3196.15,2025-11-16 09:03:24.427490
BNB,939.2,2025-11-16 09:03:24.427490
Solana,141.15,2025-11-16 09:03:24.427490
XRP,2.25,2025-11-16 09:03:24.427490
Dogecoin,0.1641,2025-11-16 09:03:24.427490
Bitcoin,95743.33,2025-11-16 09:04:32.867239
Ethereum,3196.15,2025-11-16 09:04:32.867239
BNB,939.2,2025-11-16 09:04:32.867239
Solana,141.15,2025-11-16 09:04:32.867239
XRP,2.25,2025-11-16 09:04:32.867239
Dogecoin,0.1641,2025-11-16 09:04:32.867239
Bitcoin,95743.33,2025-11-16 09:05:41.118548
Ethereum,3196.15,2025-11-16 09:05:41.118548
BNB,939.45,2025-11-16 09:05:41.118548
Solana,141.15,2025-11-16 09:05:41.118548
XRP,2.25,2025-11-16 09:05:41.118548
Dogecoin,0.1641,2025-11-16 09:05:41.118548
Bitcoin,95743.33,2025-11-16 09:06:49.417024
Ethereum,3197.1,2025-11-16 09:06:49.417024
BNB,939.15,2025-11-16 09:06:49.417024
Solana,141.14,2025-11-16 09:06:49.417024
XRP,2.25,2025-11-16 09:06:49.417024
Dogecoin,0.164,2025-11-16 09:06:49.417024
Bitcoin,95738.44,2025-11-16 09:07:57.926882
Ethereum,3197.1,2025-11-16 09:07:57.926882
BNB,939.15,2025-11-16 09:07:57.926882
Solana,141.14,2025-11-16 09:07:57.926882
XRP,2.25,2025-11-16 09:07:57.926882
Dogecoin,0.164,2025-11-16 09:07:57.926882
Bitcoin,95704.98,2025-11-16 09:09:06.212253
Ethereum,3194.65,2025-11-16 09:09:06.212253
BNB,939.07,2025-11-16 09:09:06.212253
Solana,141.13,2025-11-16 09:09:06.212253
XRP,2.25,2025-11-16 09:09:06.212253
Dogecoin,0.164,2025-11-16 09:09:06.212253
Bitcoin,95704.98,2025-11-16 09:10:16.309735
Ethereum,3194.65,2025-11-16 09:10:16.309735
BNB,939.07,2025-11-16 09:10:16.309735
Solana,141.13,2025-11-16 09:10:16.309735
XRP,2.25,2025-11-16 09:10:16.309735
Dogecoin,0.164,2025-11-16 09:10:16.309735
Bitcoin,95679.06,2025-11-16 09:11:25.039342
Ethereum,3193.91,2025-11-16 09:11:25.039342
BNB,938.97,2025-11-16 09:11:25.039342
Solana,141.1,2025-11-16 09:11:25.039342
XRP,2.24,2025-11-16 09:11:25.039342
Dogecoin,0.1639,2025-11-16 09:11:25.039342
Bitcoin,95679.06,2025-11-16 09:12:33.623274
Ethereum,3193.91,2025-11-16 09:12:33.623274
BNB,938.97,2025-11-16 09:12:33.623274
Solana,141.1,2025-11-16 09:12:33.623274
XRP,2.24,2025-11-16 09:12:33.623274
Dogecoin,0.1639,2025-11-16 09:12:33.623274
Bitcoin,95665.8,2025-11-16 09:13:42.425620
Ethereum,3193.98,2025-11-16 09:13:42.425620
BNB,939.03,2025-11-16 09:13:42.425620
Solana,141.1,2025-11-16 09:13:42.425620
XRP,2.24,2025-11-16 09:13:42.425620
Dogecoin,0.1639,2025-11-16 09:13:42.425620
Bitcoin,95665.8,2025-11-16 09:14:51.728861
Ethereum,3193.98,2025-11-16 09:14:51.728861
BNB,939.03,2025-11-16 09:14:51.728861
Solana,141.1,2025-11-16 09:14:51.728861
XRP,2.24,2025-11-16 09:14:51.728861
Dogecoin,0.1638,2025-11-16 09:14:51.728861
Bitcoin,95742.35,2025-11-16 09:16:00.877517
Ethereum,3198.81,2025-11-16 09:16:00.877517
BNB,939.64,2025-11-16 09:16:00.877517
Solana,141.04,2025-11-16 09:16:00.877517
XRP,2.24,2025-11-16 09:16:00.877517
Dogecoin,0.1638,2025-11-16 09:16:00.877517
Bitcoin,95737.33,2025-11-16 09:17:10.768709
Ethereum,3198.55,2025-11-16 09:17:10.768709
BNB,939.61,2025-11-16 09:17:10.768709
Solana,141.09,2025-11-16 09:17:10.768709
XRP,2.24,2025-11-16 09:17:10.768709
Dogecoin,0.1638,2025-11-16 09:17:10.768709
Bitcoin,95737.33,2025-11-16 09:18:21.464703
Ethereum,3198.55,2025-11-16 09:18:21.464703
BNB,939.61,2025-11-16 09:18:21.464703
Solana,141.09,2025-11-16 09:18:21.464703
XRP,2.24,2025-11-16 09:18:21.464703
Dogecoin,0.1638,2025-11-16 09:18:21.464703
Bitcoin,95737.33,2025-11-16 09:19:30.388926
Ethereum,3198.55,2025-11-16 09:19:30.388926
BNB,939.67,2025-11-16 09:19:30.388926
Solana,141.09,2025-11-16 09:19:30.388926
XRP,2.24,2025-11-16 09:19:30.388926
Dogecoin,0.1638,2025-11-16 09:19:30.388926
Bitcoin,95737.33,2025-11-16 09:20:39.274712
Ethereum,3198.55,2025-11-16 09:20:39.274712
BNB,939.67,2025-11-16 09:20:39.274712
Solana,141.09,2025-11-16 09:20:39.274712
XRP,2.24,2025-11-16 09:20:39.274712
Dogecoin,0.1638,2025-11-16 09:20:39.274712
Bitcoin,95708.0,2025-11-16 09:21:48.467034
Ethereum,3197.7,2025-11-16 09:21:48.467034
BNB,939.63,2025-11-16 09:21:48.467034
Solana,141.14,2025-11-16 09:21:48.467034
XRP,2.25,2025-11-16 09:21:48.467034
Dogecoin,0.1638,2025-11-16 09:21:48.467034
Bitcoin,95708.0,2025-11-16 09:22:57.719058
Ethereum,3197.7,2025-11-16 09:22:57.719058
BNB,939.63,2025-11-16 09:22:57.719058
Solana,141.14,2025-11-16 09:22:57.719058
XRP,2.25,2025-11-16 09:22:57.719058
Dogecoin,0.1638,2025-11-16 09:22:57.719058
Bitcoin,95679.27,2025-11-16 09:24:06.085041
Ethereum,3195.92,2025-11-16 09:24:06.085041
BNB,939.2,2025-11-16 09:24:06.085041
Solana,141.12,2025-11-16 09:24:06.085041
XRP,2.25,2025-11-16 09:24:06.085041
Dogecoin,0.1638,2025-11-16 09:24:06.085041
Bitcoin,95679.27,2025-11-16 09:25:15.488204
Ethereum,3197.94,2025-11-16 09:25:15.488204
BNB,939.47,2025-11-16 09:25:15.488204
Solana,141.12,2025-11-16 09:25:15.488204
XRP,2.25,2025-11-16 09:25:15.488204
Dogecoin,0.1638,2025-11-16 09:25:15.488204
Bitcoin,95716.05,2025-11-16 09:26:24.818175
Ethereum,3197.94,2025-11-16 09:26:24.818175
BNB,939.47,2025-11-16 09:26:24.818175
Solana,141.12,2025-11-16 09:26:24.818175
XRP,2.25,2025-11-16 09:26:24.818175
Dogecoin,0.1638,2025-11-16 09:26:24.818175
Bitcoin,95716.05,2025-11-16 09:27:34.150869
Ethereum,3197.85,2025-11-16 09:27:34.150869
BNB,939.4,2025-11-16 09:27:34.150869
Solana,141.12,2025-11-16 09:27:34.150869
XRP,2.25,2025-11-16 09:27:34.150869
Dogecoin,0.1637,2025-11-16 09:27:34.150869
Bitcoin,95710.67,2025-11-16 09:28:42.813679
Ethereum,3197.85,2025-11-16 09:28:42.813679
BNB,939.4,2025-11-16 09:28:42.813679
Solana,141.12,2025-11-16 09:28:42.813679
XRP,2.25,2025-11-16 09:28:42.813679
Dogecoin,0.1637,2025-11-16 09:28:42.813679
Bitcoin,95651.1,2025-11-16 09:29:51.939909
Ethereum,3195.95,2025-11-16 09:29:51.939909
BNB,939.94,2025-11-16 09:29:51.939909
Solana,141.07,2025-11-16 09:29:51.939909
XRP,2.24,2025-11-16 09:29:51.939909
Dogecoin,0.1637,2025-11-16 09:29:51.939909
Bitcoin,95651.1,2025-11-16 09:31:00.459327
Ethereum,3195.95,2025-11-16 09:31:00.459327
BNB,939.94,2025-11-16 09:31:00.459327
Solana,141.07,2025-11-16 09:31:00.459327
XRP,2.24,2025-11-16 09:31:00.459327
Dogecoin,0.1637,2025-11-16 09:31:00.459327
Bitcoin,95667.87,2025-11-16 09:32:09.248794
Ethereum,3196.73,2025-11-16 09:32:09.248794
BNB,939.84,2025-11-16 09:32:09.248794
Solana,141.1,2025-11-16 09:32:09.248794
XRP,2.24,2025-11-16 09:32:09.248794
Dogecoin,0.1636,2025-11-16 09:32:09.248794
Bitcoin,95667.87,2025-11-16 09:33:17.464786
Ethereum,3196.73,2025-11-16 09:33:17.464786
BNB,939.84,2025-11-16 09:33:17.464786
Solana,141.1,2025-11-16 09:33:17.464786
XRP,2.24,2025-11-16 09:33:17.464786
Dogecoin,0.1636,2025-11-16 09:33:17.464786
Bitcoin,95667.87,2025-11-16 09:34:25.970026
Ethereum,3196.73,2025-11-16 09:34:25.970026
BNB,939.84,2025-11-16 09:34:25.970026
Solana,141.1,2025-11-16 09:34:25.970026
XRP,2.24,2025-11-16 09:34:25.970026
Dogecoin,0.1636,2025-11-16 09:34:25.970026
Bitcoin,95780.22,2025-11-16 09:35:36.087754
Ethereum,3201.03,2025-11-16 09:35:36.087754
BNB,940.29,2025-11-16 09:35:36.087754
Solana,141.1,2025-11-16 09:35:36.087754
XRP,2.24,2025-11-16 09:35:36.087754
Dogecoin,0.1636,2025-11-16 09:35:36.087754
Bitcoin,95780.22,2025-11-16 09:36:45.762764
Ethereum,3201.03,2025-11-16 09:36:45.762764
BNB,940.29,2025-11-16 09:36:45.762764
Solana,141.1,2025-11-16 09:36:45.762764
XRP,2.24,2025-11-16 09:36:45.762764
Dogecoin,0.1636,2025-11-16 09:36:45.762764
Bitcoin,95780.22,2025-11-16 09:37:54.091024
Ethereum,3199.16,2025-11-16 09:37:54.091024
BNB,940.29,2025-11-16 09:37:54.091024
Solana,141.15,2025-11-16 09:37:54.091024
XRP,2.24,2025-11-16 09:37:54.091024
Dogecoin,0.1636,2025-11-16 09:37:54.091024
Bitcoin,95736.44,2025-11-16 09:39:02.793809
Ethereum,3199.16,2025-11-16 09:39:02.793809
BNB,940.29,2025-11-16 09:39:02.793809
Solana,141.15,2025-11-16 09:39:02.793809
XRP,2.24,2025-11-16 09:39:02.793809
Dogecoin,0.1636,2025-11-16 09:39:02.793809
Bitcoin,95709.95,2025-11-16 09:40:11.279470
Ethereum,3198.57,2025-11-16 09:40:11.279470
BNB,940.0,2025-11-16 09:40:11.279470
Solana,141.26,2025-11-16 09:40:11.279470
XRP,2.24,2025-11-16 09:40:11.279470
Dogecoin,0.1637,2025-11-16 09:40:11.279470
Bitcoin,95674.75,2025-11-16 09:41:19.824318
Ethereum,3196.92,2025-11-16 09:41:19.824318
BNB,939.3,2025-11-16 09:41:19.824318
Solana,141.21,2025-11-16 09:41:19.824318
XRP,2.24,2025-11-16 09:41:19.824318
Dogecoin,0.1637,2025-11-16 09:41:19.824318
Bitcoin,95674.75,2025-11-16 09:42:28.137652
Ethereum,3196.92,2025-11-16 09:42:28.137652
BNB,939.3,2025-11-16 09:42:28.137652
Solana,141.21,2025-11-16 09:42:28.137652
XRP,2.24,2025-11-16 09:42:28.137652
