Crypto,Price,Time
Dogecoin,0.1637,2025-11-16 09:42:28.137652
Bitcoin,95746.33,2025-11-16 09:43:37.596995
Ethereum,3198.56,2025-11-16 09:43:37.596995
BNB,938.9,2025-11-16 09:43:37.596995
Solana,141.21,2025-11-16 09:43:37.596995
XRP,2.24,2025-11-16 09:43:37.596995
Dogecoin,0.1637,2025-11-16 09:43:37.596995
Bitcoin,95746.33,2025-11-16 09:44:45.917281
Ethereum,3198.56,2025-11-16 09:44:45.917281
BNB,938.9,2025-11-16 09:44:45.917281
Solana,141.21,2025-11-16 09:44:45.917281
XRP,2.24,2025-11-16 09:44:45.917281
Dogecoin,0.1637,2025-11-16 09:44:45.917281
Bitcoin,95834.92,2025-11-16 09:45:54.584995
Ethereum,3201.19,2025-11-16 09:45:54.584995
BNB,938.9,2025-11-16 09:45:54.584995
Solana,141.13,2025-11-16 09:45:54.584995
XRP,2.24,2025-11-16 09:45:54.584995
Dogecoin,0.1635,2025-11-16 09:45:54.584995
Bitcoin,95834.92,2025-11-16 09:47:03.228035
Ethereum,3201.19,2025-11-16 09:47:03.228035
BNB,938.9,2025-11-16 09:47:03.228035
Solana,141.13,2025-11-16 09:47:03.228035
XRP,2.24,2025-11-16 09:47:03.228035
Dogecoin,0.1635,2025-11-16 09:47:03.228035
Bitcoin,95808.09,2025-11-16 09:48:12.600941
Ethereum,3198.97,2025-11-16 09:48:12.600941
BNB,939.31,2025-11-16 09:48:12.600941
Solana,141.2,2025-11-16 09:48:12.600941
XRP,2.24,2025-11-16 09:48:12.600941
Dogecoin,0.1635,2025-11-16 09:48:12.600941
Bitcoin,95808.09,2025-11-16 09:49:21.909757
Ethereum,3198.97,2025-11-16 09:49:21.909757
BNB,939.31,2025-11-16 09:49:21.909757
Solana,141.2,2025-11-16 09:49:21.909757
XRP,2.24,2025-11-16 09:49:21.909757
Dogecoin,0.1635,2025-11-16 09:49:21.909757
Bitcoin,95808.09,2025-11-16 09:50:31.090071
Ethereum,3198.97,2025-11-16 09:50:31.090071
BNB,939.31,2025-11-16 09:50:31.090071
Solana,141.2,2025-11-16 09:50:31.090071
XRP,2.24,2025-11-16 09:50:31.090071
Dogecoin,0.1635,2025-11-16 09:50:31.090071
Bitcoin,95817.91,2025-11-16 09:51:40.029044
Ethereum,3200.81,2025-11-16 09:51:40.029044
BNB,939.52,2025-11-16 09:51:40.029044
Solana,141.26,2025-11-16 09:51:40.029044
XRP,2.24,2025-11-16 09:51:40.029044
Dogecoin,0.1635,2025-11-16 09:51:40.029044
Bitcoin,95961.75,2025-11-16 10:50:48.511495
Ethereum,3206.06,2025-11-16 10:50:48.511495
BNB,943.4,2025-11-16 10:50:48.511495
Solana,141.84,2025-11-16 10:50:48.511495
XRP,2.25,2025-11-16 10:50:48.511495
Dogecoin,0.1638,2025-11-16 10:50:48.511495
Bitcoin,95961.75,2025-11-16 10:51:56.723406
Ethereum,3206.06,2025-11-16 10:51:56.723406
BNB,943.4,2025-11-16 10:51:56.723406
Solana,141.84,2025-11-16 10:51:56.723406
XRP,2.25,2025-11-16 10:51:56.723406
Dogecoin,0.1638,2025-11-16 10:51:56.723406
Bitcoin,96048.44,2025-11-16 10:53:04.918483
Ethereum,3209.82,2025-11-16 10:53:04.918483
BNB,943.71,2025-11-16 10:53:04.918483
Solana,141.84,2025-11-16 10:53:04.918483
XRP,2.25,2025-11-16 10:53:04.918483
Dogecoin,0.1638,2025-11-16 10:53:04.918483
Bitcoin,96048.44,2025-11-16 10:54:13.642785
Ethereum,3209.82,2025-11-16 10:54:13.642785
BNB,943.71,2025-11-16 10:54:13.642785
Solana,141.84,2025-11-16 10:54:13.642785
XRP,2.25,2025-11-16 10:54:13.642785
Dogecoin,0.1638,2025-11-16 10:54:13.642785
Bitcoin,95931.84,2025-11-16 10:55:21.971590
Ethereum,3206.81,2025-11-16 10:55:21.971590
BNB,943.54,2025-11-16 10:55:21.971590
Solana,141.85,2025-11-16 10:55:21.971590
XRP,2.25,2025-11-16 10:55:21.971590
Dogecoin,0.1638,2025-11-16 10:55:21.971590
Bitcoin,95942.64,2025-11-16 10:56:30.276136
Ethereum,3206.5,2025-11-16 10:56:30.276136
BNB,943.58,2025-11-16 10:56:30.276136
Solana,141.8,2025-11-16 10:56:30.276136
XRP,2.25,2025-11-16 10:56:30.276136
Dogecoin,0.1639,2025-11-16 10:56:30.276136
Bitcoin,95942.64,2025-11-16 10:57:38.663743
Ethereum,3206.5,2025-11-16 10:57:38.663743
BNB,943.58,2025-11-16 10:57:38.663743
Solana,141.8,2025-11-16 10:57:38.663743
XRP,2.25,2025-11-16 10:57:38.663743
Dogecoin,0.1639,2025-11-16 10:57:38.663743
Bitcoin,95942.64,2025-11-16 10:58:46.887644
Ethereum,3206.26,2025-11-16 10:58:46.887644
BNB,943.64,2025-11-16 10:58:46.887644
Solana,141.71,2025-11-16 10:58:46.887644
XRP,2.25,2025-11-16 10:58:46.887644
Dogecoin,0.1638,2025-11-16 10:58:46.887644
Bitcoin,95940.04,2025-11-16 10:59:55.260056
Ethereum,3206.26,2025-11-16 10:59:55.260056
BNB,943.64,2025-11-16 10:59:55.260056
Solana,141.71,2025-11-16 10:59:55.260056
XRP,2.25,2025-11-16 10:59:55.260056
Dogecoin,0.1638,2025-11-16 10:59:55.260056
Bitcoin,95857.18,2025-11-16 11:01:05.131096
Ethereum,3204.04,2025-11-16 11:01:05.131096
BNB,943.36,2025-11-16 11:01:05.131096
Solana,141.71,2025-11-16 11:01:05.131096
XRP,2.25,2025-11-16 11:01:05.131096
Dogecoin,0.1638,2025-11-16 11:01:05.131096
Bitcoin,95857.18,2025-11-16 11:02:13.690663
Ethereum,3204.04,2025-11-16 11:02:13.690663
BNB,943.36,2025-11-16 11:02:13.690663
Solana,141.71,2025-11-16 11:02:13.690663
XRP,2.25,2025-11-16 11:02:13.690663
Dogecoin,0.1638,2025-11-16 11:02:13.690663
Bitcoin,95891.24,2025-11-16 11:03:24.028076
Ethereum,3205.5,2025-11-16 11:03:24.028076
BNB,943.33,2025-11-16 11:03:24.028076
Solana,141.63,2025-11-16 11:03:24.028076
XRP,2.25,2025-11-16 11:03:24.028076
Dogecoin,0.1637,2025-11-16 11:03:24.028076
Bitcoin,95891.24,2025-11-16 11:04:32.594317
Ethereum,3205.5,2025-11-16 11:04:32.594317
BNB,942.98,2025-11-16 11:04:32.594317
Solana,141.63,2025-11-16 11:04:32.594317
XRP,2.25,2025-11-16 11:04:32.594317
Dogecoin,0.1637,2025-11-16 11:04:32.594317
Bitcoin,95893.04,2025-11-16 11:05:41.121011
Ethereum,3205.28,2025-11-16 11:05:41.121011
BNB,942.98,2025-11-16 11:05:41.121011
Solana,141.63,2025-11-16 11:05:41.121011
XRP,2.25,2025-11-16 11:05:41.121011
Dogecoin,0.1637,2025-11-16 11:05:41.121011
Bitcoin,95875.55,2025-11-16 11:06:51.422789
Ethereum,3205.75,2025-11-16 11:06:51.422789
BNB,943.01,2025-11-16 11:06:51.422789
Solana,141.57,2025-11-16 11:06:51.422789
XRP,2.25,2025-11-16 11:06:51.422789
Dogecoin,0.1636,2025-11-16 11:06:51.422789
Bitcoin,95875.55,2025-11-16 11:07:59.928590
Ethereum,3205.75,2025-11-16 11:07:59.928590
BNB,943.01,2025-11-16 11:07:59.928590
Solana,141.57,2025-11-16 11:07:59.928590
XRP,2.25,2025-11-16 11:07:59.928590
Dogecoin,0.1636,2025-11-16 11:07:59.928590
Bitcoin,95874.28,2025-11-16 11:09:08.399902
Ethereum,3207.12,2025-11-16 11:09:08.399902
BNB,943.12,2025-11-16 11:09:08.399902
Solana,141.57,2025-11-16 11:09:08.399902
XRP,2.25,2025-11-16 11:09:08.399902
Dogecoin,0.1636,2025-11-16 11:09:08.399902
Bitcoin,95874.28,2025-11-16 11:10:16.910368
Ethereum,3207.12,2025-11-16 11:10:16.910368
BNB,943.12,2025-11-16 11:10:16.910368
Solana,141.57,2025-11-16 11:10:16.910368
XRP,2.25,2025-11-16 11:10:16.910368
Dogecoin,0.1636,2025-11-16 11:10:16.910368
Bitcoin,95884.24,2025-11-16 11:11:27.241025
Ethereum,3208.56,2025-11-16 11:11:27.241025
BNB,943.12,2025-11-16 11:11:27.241025
Solana,141.57,2025-11-16 11:11:27.241025
XRP,2.25,2025-11-16 11:11:27.241025
Dogecoin,0.1636,2025-11-16 11:11:27.241025
Bitcoin,95884.24,2025-11-16 11:12:36.456855
Ethereum,3208.56,2025-11-16 11:12:36.456855
BNB,943.12,2025-11-16 11:12:36.456855
Solana,141.46,2025-11-16 11:12:36.456855
XRP,2.25,2025-11-16 11:12:36.456855
Dogecoin,0.1635,2025-11-16 11:12:36.456855
Bitcoin,95888.41,2025-11-16 11:13:45.088804
Ethereum,3209.21,2025-11-16 11:13:45.088804
BNB,943.12,2025-11-16 11:13:45.088804
Solana,141.46,2025-11-16 11:13:45.088804
XRP,2.25,2025-11-16 11:13:45.088804
Dogecoin,0.1635,2025-11-16 11:13:45.088804
Bitcoin,95842.5,2025-11-16 11:14:54.988446
Ethereum,3207.92,2025-11-16 11:14:54.988446
BNB,943.01,2025-11-16 11:14:54.988446
Solana,141.53,2025-11-16 11:14:54.988446
XRP,2.25,2025-11-16 11:14:54.988446
Dogecoin,0.1636,2025-11-16 11:14:54.988446
Bitcoin,95842.5,2025-11-16 11:16:04.345564
Ethereum,3207.92,2025-11-16 11:16:04.345564
BNB,943.01,2025-11-16 11:16:04.345564
Solana,141.53,2025-11-16 11:16:04.345564
XRP,2.25,2025-11-16 11:16:04.345564
Dogecoin,0.1636,2025-11-16 11:16:04.345564
Bitcoin,95870.45,2025-11-16 11:17:13.232837
Ethereum,3205.63,2025-11-16 11:17:13.232837
BNB,942.73,2025-11-16 11:17:13.232837
Solana,141.5,2025-11-16 11:17:13.232837
XRP,2.25,2025-11-16 11:17:13.232837
Dogecoin,0.1636,2025-11-16 11:17:13.232837
Bitcoin,95870.45,2025-11-16 11:18:21.717277
Ethereum,3205.63,2025-11-16 11:18:21.717277
BNB,942.73,2025-11-16 11:18:21.717277
Solana,141.5,2025-11-16 11:18:21.717277
XRP,2.25,2025-11-16 11:18:21.717277
Dogecoin,0.1636,2025-11-16 11:18:21.717277
Bitcoin,95885.36,2025-11-16 11:19:32.031411
Ethereum,3205.65,2025-11-16 11:19:32.031411
BNB,942.73,2025-11-16 11:19:32.031411
Solana,141.5,2025-11-16 11:19:32.031411
XRP,2.25,2025-11-16 11:19:32.031411
Dogecoin,0.1636,2025-11-16 11:19:32.031411
Bitcoin,95885.36,2025-11-16 11:20:41.139274
Ethereum,3205.65,2025-11-16 11:20:41.139274
BNB,942.73,2025-11-16 11:20:41.139274
Solana,141.5,2025-11-16 11:20:41.139274
XRP,2.25,2025-11-16 11:20:41.139274
Dogecoin,0.1635,2025-11-16 11:20:41.139274
Bitcoin,95869.53,2025-11-16 11:21:50.947178
Ethereum,3204.85,2025-11-16 11:21:50.947178
BNB,942.89,2025-11-16 11:21:50.947178
Solana,141.45,2025-11-16 11:21:50.947178
XRP,2.25,2025-11-16 11:21:50.947178
Dogecoin,0.1635,2025-11-16 11:21:50.947178
Bitcoin,95869.53,2025-11-16 11:22:59.480226
Ethereum,3206.24,2025-11-16 11:22:59.480226
BNB,943.06,2025-11-16 11:22:59.480226
Solana,141.45,2025-11-16 11:22:59.480226
XRP,2.25,2025-11-16 11:22:59.480226
Dogecoin,0.1635,2025-11-16 11:22:59.480226
Bitcoin,95906.59,2025-11-16 11:24:08.924808
Ethereum,3206.24,2025-11-16 11:24:08.924808
BNB,943.06,2025-11-16 11:24:08.924808
Solana,141.45,2025-11-16 11:24:08.924808
XRP,2.25,2025-11-16 11:24:08.924808
Dogecoin,0.1635,2025-11-16 11:24:08.924808
Bitcoin,95906.59,2025-11-16 11:25:17.573787
Ethereum,3205.28,2025-11-16 11:25:17.573787
BNB,943.06,2025-11-16 11:25:17.573787
Solana,141.45,2025-11-16 11:25:17.573787
XRP,2.25,2025-11-16 11:25:17.573787
Dogecoin,0.1635,2025-11-16 11:25:17.573787
Bitcoin,95883.78,2025-11-16 11:26:26.043049
Ethereum,3205.28,2025-11-16 11:26:26.043049
BNB,943.06,2025-11-16 11:26:26.043049
Solana,141.45,2025-11-16 11:26:26.043049
XRP,2.25,2025-11-16 11:26:26.043049
Dogecoin,0.1635,2025-11-16 11:26:26.043049
Bitcoin,95889.8,2025-11-16 11:27:35.026108
Ethereum,3206.0,2025-11-16 11:27:35.026108
BNB,942.93,2025-11-16 11:27:35.026108
Solana,141.48,2025-11-16 11:27:35.026108
XRP,2.25,2025-11-16 11:27:35.026108
Dogecoin,0.1635,2025-11-16 11:27:35.026108
Bitcoin,95889.8,2025-11-16 11:28:44.682443
Ethereum,3206.0,2025-11-16 11:28:44.682443
BNB,942.93,2025-11-16 11:28:44.682443
Solana,141.48,2025-11-16 11:28:44.682443
XRP,2.25,2025-11-16 11:28:44.682443
Dogecoin,0.1635,2025-11-16 11:28:44.682443
Bitcoin,95914.15,2025-11-16 11:29:54.001289
Ethereum,3207.12,2025-11-16 11:29:54.001289
BNB,943.18,2025-11-16 11:29:54.001289
Solana,141.48,2025-11-16 11:29:54.001289
XRP,2.25,2025-11-16 11:29:54.001289
Dogecoin,0.1635,2025-11-16 11:29:54.001289
Bitcoin,95914.15,2025-11-16 11:30:59.876908
Ethereum,3206.49,2025-11-16 11:30:59.876908
BNB,943.26,2025-11-16 11:30:59.876908
Solana,141.51,2025-11-16 11:30:59.876908
XRP,2.25,2025-11-16 11:30:59.876908
Dogecoin,0.1635,2025-11-16 11:30:59.876908
Bitcoin,95889.02,2025-11-16 11:32:06.484109
Ethereum,3206.49,2025-11-16 11:32:06.484109
BNB,943.26,2025-11-16 11:32:06.484109
Solana,141.51,2025-11-16 11:32:06.484109
XRP,2.25,2025-11-16 11:32:06.484109
Dogecoin,0.1635,2025-11-16 11:32:06.484109
Bitcoin,95889.02,2025-11-16 11:33:10.426664
Ethereum,3203.68,2025-11-16 11:33:10.426664
BNB,943.2,2025-11-16 11:33:10.426664
Solana,141.59,2025-11-16 11:33:10.426664
XRP,2.25,2025-11-16 11:33:10.426664
Dogecoin,0.1635,2025-11-16 11:33:10.426664
Bitcoin,95851.63,2025-11-16 11:34:14.404586
Ethereum,3203.68,2025-11-16 11:34:14.404586
BNB,943.2,2025-11-16 11:34:14.404586
Solana,141.59,2025-11-16 11:34:14.404586
XRP,2.25,2025-11-16 11:34:14.404586
Dogecoin,0.1635,2025-11-16 11:34:14.404586
Bitcoin,95777.03,2025-11-16 11:35:20.154473
Ethereum,3199.88,2025-11-16 11:35:20.154473
BNB,943.3,2025-11-16 11:35:20.154473
Solana,141.59,2025-11-16 11:35:20.154473
XRP,2.25,2025-11-16 11:35:20.154473
Dogecoin,0.1635,2025-11-16 11:35:20.154473
Bitcoin,95777.03,2025-11-16 11:36:22.829316
Ethereum,3199.88,2025-11-16 11:36:22.829316
BNB,943.3,2025-11-16 11:36:22.829316
Solana,141.59,2025-11-16 11:36:22.829316
XRP,2.25,2025-11-16 11:36:22.829316
Dogecoin,0.1635,2025-11-16 11:36:22.829316
Bitcoin,95793.65,2025-11-16 11:37:25.833612
Ethereum,3202.08,2025-11-16 11:37:25.833612
BNB,943.63,2025-11-16 11:37:25.833612
Solana,141.41,2025-11-16 11:37:25.833612
XRP,2.25,2025-11-16 11:37:25.833612
Dogecoin,0.1633,2025-11-16 11:37:25.833612
Bitcoin,95793.65,2025-11-16 11:38:28.787418
Ethereum,3202.08,2025-11-16 11:38:28.787418
BNB,943.63,2025-11-16 11:38:28.787418
Solana,141.41,2025-11-16 11:38:28.787418
XRP,2.25,2025-11-16 11:38:28.787418
Dogecoin,0.1633,2025-11-16 11:38:28.787418
Bitcoin,95837.52,2025-11-16 11:39:31.854616
Ethereum,3205.98,2025-11-16 11:39:31.854616
BNB,943.77,2025-11-16 11:39:31.854616
Solana,141.41,2025-11-16 11:39:31.854616
XRP,2.25,2025-11-16 11:39:31.854616
Dogecoin,0.1633,2025-11-16 11:39:31.854616
Bitcoin,95837.52,2025-11-16 11:40:34.864021
Ethereum,3205.98,2025-11-16 11:40:34.864021
BNB,943.77,2025-11-16 11:40:34.864021
Solana,141.41,2025-11-16 11:40:34.864021
XRP,2.25,2025-11-16 11:40:34.864021
Dogecoin,0.1633,2025-11-16 11:40:34.864021
Bitcoin,95887.53,2025-11-16 11:41:37.695389
Ethereum,3207.86,2025-11-16 11:41:37.695389
BNB,944.75,2025-11-16 11:41:37.695389
Solana,141.5,2025-11-16 11:41:37.695389
XRP,2.25,2025-11-16 11:41:37.695389
Dogecoin,0.1634,2025-11-16 11:41:37.695389
Bitcoin,95887.53,2025-11-16 11:42:41.235614
Ethereum,3207.86,2025-11-16 11:42:41.235614
BNB,944.75,2025-11-16 11:42:41.235614
Solana,141.5,2025-11-16 11:42:41.235614
XRP,2.25,2025-11-16 11:42:41.235614
Dogecoin,0.1634,2025-11-16 11:42:41.235614
Bitcoin,95886.19,2025-11-16 11:43:44.040568
Ethereum,3207.65,2025-11-16 11:43:44.040568
BNB,944.9,2025-11-16 11:43:44.040568
Solana,141.5,2025-11-16 11:43:44.040568
XRP,2.25,2025-11-16 11:43:44.040568
Dogecoin,0.1634,2025-11-16 11:43:44.040568
Bitcoin,95886.19,2025-11-16 11:44:46.983249
Ethereum,3207.65,2025-11-16 11:44:46.983249
BNB,944.9,2025-11-16 11:44:46.983249
Solana,141.5,2025-11-16 11:44:46.983249
XRP,2.25,2025-11-16 11:44:46.983249
Dogecoin,0.1634,2025-11-16 11:44:46.983249
Bitcoin,95939.2,2025-11-16 11:45:50.524380
Ethereum,3210.69,2025-11-16 11:45:50.524380
BNB,947.09,2025-11-16 11:45:50.524380
Solana,141.84,2025-11-16 11:45:50.524380
XRP,2.26,2025-11-16 11:45:50.524380
Dogecoin,0.1636,2025-11-16 11:45:50.524380
Bitcoin,95939.2,2025-11-16 11:46:53.462137
Ethereum,3210.69,2025-11-16 11:46:53.462137
BNB,947.09,2025-11-16 11:46:53.462137
Solana,141.84,2025-11-16 11:46:53.462137
XRP,2.26,2025-11-16 11:46:53.462137
Dogecoin,0.1636,2025-11-16 11:46:53.462137
Bitcoin,95939.2,2025-11-16 11:47:58.463238
Ethereum,3210.69,2025-11-16 11:47:58.463238
BNB,947.09,2025-11-16 11:47:58.463238
Solana,141.84,2025-11-16 11:47:58.463238
XRP,2.26,2025-11-16 11:47:58.463238
Dogecoin,0.1636,2025-11-16 11:47:58.463238
Bitcoin,95939.2,2025-11-16 11:49:01.612414
Ethereum,3210.69,2025-11-16 11:49:01.612414
BNB,947.09,2025-11-16 11:49:01.612414
Solana,141.84,2025-11-16 11:49:01.612414
XRP,2.26,2025-11-16 11:49:01.612414
Dogecoin,0.1636,2025-11-16 11:49:01.612414
Bitcoin,95895.0,2025-11-16 11:50:04.923040
Ethereum,3210.69,2025-11-16 11:50:04.923040
BNB,947.08,2025-11-16 11:50:04.923040
Solana,141.84,2025-11-16 11:50:04.923040
XRP,2.26,2025-11-16 11:50:04.923040
Dogecoin,0.1636,2025-11-16 11:50:04.923040
Bitcoin,95895.0,2025-11-16 11:51:07.799793
Ethereum,3210.69,2025-11-16 11:51:07.799793
BNB,946.66,2025-11-16 11:51:07.799793
Solana,141.92,2025-11-16 11:51:07.799793
XRP,2.26,2025-11-16 11:51:07.799793
Dogecoin,0.1637,2025-11-16 11:51:07.799793
Bitcoin,95895.0,2025-11-16 11:52:10.256278
Ethereum,3210.69,2025-11-16 11:52:10.256278
BNB,946.66,2025-11-16 11:52:10.256278
Solana,141.92,2025-11-16 11:52:10.256278
XRP,2.26,2025-11-16 11:52:10.256278
Dogecoin,0.1637,2025-11-16 11:52:10.256278
Bitcoin,95895.0,2025-11-16 11:53:13.183931
Ethereum,3209.98,2025-11-16 11:53:13.183931
BNB,946.69,2025-11-16 11:53:13.183931
Solana,141.92,2025-11-16 11:53:13.183931
XRP,2.26,2025-11-16 11:53:13.183931
Dogecoin,0.1636,2025-11-16 11:53:13.183931
Bitcoin,95899.22,2025-11-16 11:54:16.416125
Ethereum,3209.98,2025-11-16 11:54:16.416125
BNB,946.69,2025-11-16 11:54:16.416125
Solana,141.92,2025-11-16 11:54:16.416125
XRP,2.26,2025-11-16 11:54:16.416125
Dogecoin,0.1636,2025-11-16 11:54:16.416125
Bitcoin,95542.77,2025-11-16 17:18:52.786011
Ethereum,3162.38,2025-11-16 17:18:52.786011
BNB,934.24,2025-11-16 17:18:52.786011
Solana,140.75,2025-11-16 17:18:52.786011
XRP,2.24,2025-11-16 17:18:52.786011
Dogecoin,0.1624,2025-11-16 17:18:52.786011
Bitcoin,95552.45,2025-11-16 17:20:01.026395
Ethereum,3164.93,2025-11-16 17:20:01.026395
BNB,934.0,2025-11-16 17:20:01.026395
Solana,140.06,2025-11-16 17:20:01.026395
XRP,2.23,2025-11-16 17:20:01.026395
Dogecoin,0.1615,2025-11-16 17:20:01.026395
Bitcoin,95552.45,2025-11-16 17:21:07.356803
Ethereum,3164.93,2025-11-16 17:21:07.356803
BNB,934.0,2025-11-16 17:21:07.356803
Solana,140.06,2025-11-16 17:21:07.356803
XRP,2.23,2025-11-16 17:21:07.356803
Dogecoin,0.1615,2025-11-16 17:21:07.356803
Bitcoin,95596.38,2025-11-16 17:22:13.844230
Ethereum,3167.13,2025-11-16 17:22:13.844230
BNB,933.88,2025-11-16 17:22:13.844230
Solana,139.72,2025-11-16 17:22:13.844230
XRP,2.23,2025-11-16 17:22:13.844230
Dogecoin,0.1611,2025-11-16 17:22:13.844230
Bitcoin,95597.39,2025-11-16 17:23:20.432899
Ethereum,3167.22,2025-11-16 17:23:20.432899
BNB,933.67,2025-11-16 17:23:20.432899
Solana,139.82,2025-11-16 17:23:20.432899
XRP,2.23,2025-11-16 17:23:20.432899
Dogecoin,0.1613,2025-11-16 17:23:20.432899
Bitcoin,95597.39,2025-11-16 17:24:26.520583
Ethereum,3167.22,2025-11-16 17:24:26.520583
BNB,933.67,2025-11-16 17:24:26.520583
Solana,139.82,2025-11-16 17:24:26.520583
XRP,2.23,2025-11-16 17:24:26.520583
Dogecoin,0.1613,2025-11-16 17:24:26.520583
Bitcoin,95616.87,2025-11-16 17:25:32.232357
Ethereum,3166.89,2025-11-16 17:25:32.232357
BNB,933.83,2025-11-16 17:25:32.232357
Solana,139.82,2025-11-16 17:25:32.232357
XRP,2.23,2025-11-16 17:25:32.232357
Dogecoin,0.1613,2025-11-16 17:25:32.232357
Bitcoin,95616.87,2025-11-16 17:26:38.076011
Ethereum,3166.89,2025-11-16 17:26:38.076011
BNB,933.83,2025-11-16 17:26:38.076011
Solana,139.82,2025-11-16 17:26:38.076011
XRP,2.23,2025-11-16 17:26:38.076011
Dogecoin,0.1613,2025-11-16 17:26:38.076011
Bitcoin,95508.21,2025-11-16 17:27:43.755549
Ethereum,3163.57,2025-11-16 17:27:43.755549
BNB,932.51,2025-11-16 17:27:43.755549
Solana,139.78,2025-11-16 17:27:43.755549
XRP,2.23,2025-11-16 17:27:43.755549
Dogecoin,0.1612,2025-11-16 17:27:43.755549
Bitcoin,95508.21,2025-11-16 17:28:49.918581
Ethereum,3163.57,2025-11-16 17:28:49.918581
BNB,932.51,2025-11-16 17:28:49.918581
Solana,139.78,2025-11-16 17:28:49.918581
XRP,2.23,2025-11-16 17:28:49.918581
Dogecoin,0.1612,2025-11-16 17:28:49.918581
Bitcoin,95563.19,2025-11-16 17:29:57.778905
Ethereum,3165.46,2025-11-16 17:29:57.778905
BNB,932.51,2025-11-16 17:29:57.778905
Solana,139.78,2025-11-16 17:29:57.778905
XRP,2.23,2025-11-16 17:29:57.778905
Dogecoin,0.1612,2025-11-16 17:29:57.778905
Bitcoin,95563.19,2025-11-16 17:31:03.055791
Ethereum,3165.46,2025-11-16 17:31:03.055791
BNB,932.51,2025-11-16 17:31:03.055791
Solana,139.78,2025-11-16 17:31:03.055791
XRP,2.23,2025-11-16 17:31:03.055791
Dogecoin,0.1612,2025-11-16 17:31:03.055791
Bitcoin,95574.22,2025-11-16 17:32:08.484364
Ethereum,3166.63,2025-11-16 17:32:08.484364
BNB,931.48,2025-11-16 17:32:08.484364
Solana,139.75,2025-11-16 17:32:08.484364
XRP,2.23,2025-11-16 17:32:08.484364
Dogecoin,0.1613,2025-11-16 17:32:08.484364
Bitcoin,95574.22,2025-11-16 17:33:07.595492
Ethereum,3166.63,2025-11-16 17:33:07.595492
BNB,931.48,2025-11-16 17:33:07.595492
Solana,139.75,2025-11-16 17:33:07.595492
XRP,2.23,2025-11-16 17:33:07.595492
Dogecoin,0.1613,2025-11-16 17:33:07.595492
Bitcoin,95565.33,2025-11-16 17:34:13.711313
Ethereum,3166.4,2025-11-16 17:34:13.711313
BNB,931.48,2025-11-16 17:34:13.711313
Solana,139.75,2025-11-16 17:34:13.711313
XRP,2.23,2025-11-16 17:34:13.711313
Dogecoin,0.1613,2025-11-16 17:34:13.711313
Bitcoin,95565.33,2025-11-16 17:35:19.789262
Ethereum,3165.38,2025-11-16 17:35:19.789262
BNB,931.27,2025-11-16 17:35:19.789262
Solana,139.81,2025-11-16 17:35:19.789262
XRP,2.23,2025-11-16 17:35:19.789262
Dogecoin,0.1613,2025-11-16 17:35:19.789262
Bitcoin,95555.48,2025-11-16 17:36:25.254285
Ethereum,3165.38,2025-11-16 17:36:25.254285
BNB,931.27,2025-11-16 17:36:25.254285
Solana,139.81,2025-11-16 17:36:25.254285
XRP,2.23,2025-11-16 17:36:25.254285
Dogecoin,0.1613,2025-11-16 17:36:25.254285
Bitcoin,95555.48,2025-11-16 17:37:30.659925
Ethereum,3165.38,2025-11-16 17:37:30.659925
BNB,931.27,2025-11-16 17:37:30.659925
Solana,139.81,2025-11-16 17:37:30.659925
XRP,2.23,2025-11-16 17:37:30.659925
Dogecoin,0.1613,2025-11-16 17:37:30.659925
Bitcoin,95555.48,2025-11-16 17:38:37.117285
Ethereum,3165.38,2025-11-16 17:38:37.117285
BNB,931.27,2025-11-16 17:38:37.117285
Solana,139.81,2025-11-16 17:38:37.117285
XRP,2.23,2025-11-16 17:38:37.117285
Dogecoin,0.1613,2025-11-16 17:38:37.117285
